,date,d2m,t2m,mer,mtdwswrf,mtpr,stl1,swvl1
576,2007-01-01,284.55328,299.05533,-2.1880825e-05,481.81726,3.086513e-05,302.65933,0.12483328
577,2007-02-01,284.4753,298.3919,-2.5669855e-05,460.51007,1.658121e-05,302.14172,0.11080669
578,2007-03-01,286.3505,297.8926,-2.015808e-05,417.81308,2.0141973e-05,301.1006,0.1160033
579,2007-04-01,282.5426,296.41373,-1.2163652e-05,359.52545,7.280542e-06,299.22574,0.0945668
580,2007-05-01,274.1701,293.06583,-3.6257402e-06,306.1119,8.559489e-08,295.16806,0.070652604
581,2007-06-01,270.67712,288.81406,-2.2311485e-06,278.99515,4.197044e-09,290.44748,0.06584611
582,2007-07-01,269.43597,289.2784,-1.2061209e-06,289.86472,1.0526473e-09,290.3998,0.05462223
583,2007-08-01,268.613,292.26883,-1.3897126e-06,333.5374,2.047087e-10,293.98285,0.04599713
584,2007-09-01,269.66748,297.60138,-2.1259912e-06,390.22064,1.264632e-09,300.11166,0.04791545
585,2007-10-01,274.91797,298.51685,-4.2073716e-06,440.49542,7.1511354e-06,302.26382,0.05682841
586,2007-11-01,278.14056,299.38,-9.881848e-06,472.43933,9.097198e-06,303.4151,0.08102206
587,2007-12-01,279.7322,298.81992,-9.832621e-06,485.1954,1.1968699e-05,303.6713,0.07642599
588,2008-01-01,286.37198,297.3872,-2.3906017e-05,481.9024,5.5094657e-05,300.90176,0.16912162
589,2008-02-01,289.75366,295.74753,-4.1479434e-05,460.1597,6.7016525e-05,297.62198,0.2525655
590,2008-03-01,289.37234,294.80145,-3.9865812e-05,416.474,4.4034692e-05,296.22736,0.24977766
591,2008-04-01,280.65826,293.74063,-2.1212996e-05,358.03564,1.1745323e-06,295.85168,0.093818605
592,2008-05-01,277.48947,292.85452,-1.0884781e-05,305.03775,8.5029245e-07,294.30103,0.07851129
593,2008-06-01,273.22507,289.444,-5.9931e-06,278.78745,1.464834e-09,290.39206,0.07174864
594,2008-07-01,271.8619,289.21094,-3.2673593e-06,290.59045,4.1669335e-10,290.2685,0.061132327
595,2008-08-01,271.04636,292.82123,-2.964127e-06,334.86105,1.264632e-09,294.38123,0.05650641
596,2008-09-01,269.94754,296.8532,-4.6540686e-06,391.6082,2.047087e-10,299.1517,0.06237674
597,2008-10-01,275.93823,300.09073,-7.4707773e-06,441.52216,2.1824262e-06,303.29794,0.06907757
598,2008-11-01,284.1108,297.98297,-2.3505296e-05,472.95853,3.6568672e-05,301.50327,0.13368113
599,2008-12-01,285.51498,297.27902,-3.1014155e-05,485.2954,3.1496464e-05,300.3415,0.16022846
600,2009-01-01,284.03043,297.7235,-2.4559999e-05,481.5747,4.0155464e-05,301.58823,0.14914398
601,2009-02-01,291.08963,295.16864,-4.2612388e-05,459.91324,0.000109570865,297.03455,0.32765692
602,2009-03-01,286.65033,295.46298,-3.634553e-05,416.8796,2.8213224e-05,296.8508,0.21167143
603,2009-04-01,281.47275,295.38153,-1.638727e-05,358.49136,2.318592e-06,297.48935,0.08389379
604,2009-05-01,278.79398,293.03998,-1.0238215e-05,305.36115,1.3322478e-06,294.67093,0.07922276
605,2009-06-01,274.83865,290.19385,-6.243856e-06,278.83325,4.3265663e-07,291.40897,0.072997876
606,2009-07-01,271.63745,287.9567,-2.4369967e-06,290.33707,2.0436932e-08,289.69006,0.058311213
607,2009-08-01,269.99124,291.78302,-3.1829381e-06,334.4133,-7.275958e-12,293.4929,0.05688452
608,2009-09-01,274.30453,296.8826,-6.39649e-06,391.13538,4.345108e-06,299.39465,0.06601632
609,2009-10-01,279.9537,298.09982,-1.4215772e-05,441.16132,1.1713373e-05,301.11246,0.094204664
610,2009-11-01,279.8114,298.34308,-1.3106011e-05,472.7592,1.5043643e-05,302.28146,0.09184557
611,2009-12-01,283.88892,300.0873,-1.6335702e-05,485.23145,3.0405587e-05,304.24524,0.10198975
612,2010-01-01,289.2326,296.6536,-4.3945864e-05,481.71768,6.589795e-05,298.61252,0.25297672
613,2010-02-01,285.9332,298.39246,-2.600765e-05,460.22546,2.8651695e-05,301.77515,0.119584434
614,2010-03-01,288.6842,297.1783,-2.612834e-05,417.34836,3.7696424e-05,299.69257,0.16760954
615,2010-04-01,287.42075,294.95435,-2.5355204e-05,359.0021,2.2866296e-05,296.7823,0.17343895
616,2010-05-01,279.70218,293.52423,-8.27564e-06,305.73196,2.8778933e-07,295.3972,0.0795229
617,2010-06-01,273.06244,289.0186,-3.2123544e-06,278.92484,-7.275958e-12,290.4404,0.067597486
618,2010-07-01,272.30582,289.4653,-2.4426622e-06,290.12952,8.106826e-09,290.8739,0.060443286
619,2010-08-01,270.45547,292.31668,-2.3072369e-06,334.01852,-7.275958e-12,293.98593,0.0581949
620,2010-09-01,272.14786,296.72253,-3.9001707e-06,390.72134,1.8666759e-07,299.3446,0.06348844
621,2010-10-01,272.0425,299.46753,-6.2855997e-06,440.86667,7.2055616e-07,303.00772,0.0691252
622,2010-11-01,282.51547,297.33643,-2.3192651e-05,472.62955,4.2834272e-05,300.92902,0.15065055
623,2010-12-01,285.02008,297.35593,-3.0043915e-05,485.2401,3.3907065e-05,300.7175,0.1442896
624,2011-01-01,290.00793,295.24658,-4.2881322e-05,481.9415,9.165204e-05,296.99942,0.2939586
625,2011-02-01,290.3489,295.576,-4.6942143e-05,460.6151,6.576007e-05,297.15268,0.27418447
626,2011-03-01,290.75504,294.73523,-4.0966348e-05,417.8877,7.277324e-05,295.89258,0.32676372
627,2011-04-01,288.80417,293.65714,-3.6235575e-05,359.57388,3.866324e-05,294.819,0.2513963
628,2011-05-01,280.72565,290.9261,-2.158852e-05,306.15784,1.1752624e-06,291.883,0.12931868
629,2011-06-01,272.16104,287.47348,-8.199609e-06,279.06476,2.7367169e-09,288.35306,0.074781075
630,2011-07-01,270.93185,287.47348,-5.6149333e-06,289.9745,2.1949977e-09,288.60236,0.06822992
631,2011-08-01,271.34402,291.15115,-5.2089313e-06,333.68008,2.323893e-08,292.71518,0.06478808
632,2011-09-01,271.25436,296.45203,-6.974533e-06,390.37592,6.36075e-07,298.5172,0.06657078
633,2011-10-01,273.25925,297.6903,-7.167486e-06,440.6462,6.0391534e-07,301.32132,0.068253286
634,2011-11-01,279.50525,298.41162,-1.5583219e-05,472.57953,2.081379e-05,302.19162,0.09983296
635,2011-12-01,285.70148,296.14777,-3.5456695e-05,485.33282,5.325425e-05,298.78506,0.19466148
636,2012-01-01,287.05865,297.18478,-3.287212e-05,482.13782,5.857823e-05,300.20023,0.18802717
637,2012-02-01,289.32593,295.3693,-4.300788e-05,460.36932,7.881368e-05,297.4519,0.27372304
638,2012-03-01,287.94214,295.59042,-4.1746003e-05,416.6438,3.2269276e-05,297.0726,0.20543188
639,2012-04-01,281.26764,294.90018,-1.8393866e-05,358.1665,1.2722612e-06,296.6864,0.0906648
640,2012-05-01,275.5529,292.12564,-1.1770401e-05,305.15503,3.1070102e-10,293.5851,0.079072446
641,2012-06-01,270.9022,288.14767,-6.033005e-06,278.92245,1.5981759e-07,289.33865,0.070235215
642,2012-07-01,269.63034,288.42084,-4.29409e-06,290.76868,1.227121e-07,289.47968,0.064711355
643,2012-08-01,271.09717,292.75436,-3.5200403e-06,335.08185,1.4335603e-07,294.31567,0.059966862
644,2012-09-01,267.85645,295.82852,-5.2969676e-06,391.8532,1.4215532e-07,298.28033,0.06515749
645,2012-10-01,275.15125,299.57758,-5.8646806e-06,441.77463,2.8060117e-06,303.00714,0.06505739
646,2012-11-01,282.6507,299.02298,-1.4908862e-05,473.20874,2.4217592e-05,302.8032,0.09883136
647,2012-12-01,285.18796,298.22623,-2.5234858e-05,485.53894,3.184276e-05,301.79117,0.13188104
648,2013-01-01,285.23633,298.87277,-2.281557e-05,481.9438,1.8518276e-05,302.80078,0.11949895
649,2013-02-01,283.91776,299.7539,-1.41251e-05,460.25085,8.2446295e-06,304.41138,0.08434081
650,2013-03-01,282.79886,298.95132,-1.3102195e-05,417.16565,1.842892e-05,302.86768,0.0971973
651,2013-04-01,276.97092,295.3275,-1.336535e-05,358.7217,3.2032509e-07,297.99292,0.09088924
652,2013-05-01,274.25595,293.3898,-5.1362204e-06,305.56244,1.412605e-07,295.21637,0.07163907
653,2013-06-01,272.57178,291.21533,-2.2514675e-06,279.04483,-7.275958e-12,292.42978,0.0590003
654,2013-07-01,271.3861,290.6283,-1.5174221e-06,290.59576,2.9605092e-09,292.07825,0.051540714
655,2013-08-01,267.61835,292.0389,-2.0066689e-06,334.7266,1.0273778e-08,293.959,0.05024066
656,2013-09-01,271.59918,296.2881,-4.7298877e-06,391.48898,9.525316e-07,298.91766,0.057860516
657,2013-10-01,272.5244,299.49585,-3.7631357e-06,441.5364,8.0194036e-07,302.95514,0.057090342
658,2013-11-01,278.35483,299.56683,-9.264959e-06,473.1404,1.1858371e-05,303.79773,0.073917165
659,2013-12-01,287.35452,296.54993,-3.6095487e-05,485.6117,6.426529e-05,299.1448,0.20418513
660,2014-01-01,284.38394,297.66147,-2.5724055e-05,482.0146,2.6060576e-05,301.41257,0.11720984
661,2014-02-01,287.93237,296.6386,-3.215377e-05,460.49347,7.319578e-05,298.92578,0.19634244
662,2014-03-01,289.73724,295.53754,-3.946931e-05,417.5698,4.5999648e-05,297.0523,0.24857385
663,2014-04-01,284.7089,294.2425,-2.1908223e-05,359.1779,1.3443182e-05,295.95773,0.12874286
664,2014-05-01,277.85217,293.10312,-8.718366e-06,305.88742,1.2948385e-07,294.8111,0.07636535
665,2014-06-01,273.56863,290.23972,-3.5870603e-06,279.0938,6.28678e-10,291.44525,0.06265918
666,2014-07-01,271.76486,289.75177,-2.5373113e-06,290.34344,1.1050619e-08,291.06686,0.057503097
667,2014-08-01,269.7881,292.94247,-3.1358063e-06,334.27945,1.642098e-08,294.60956,0.06084227
668,2014-09-01,273.29346,296.3655,-5.0822687e-06,391.01608,4.5480817e-07,298.80667,0.06622563
669,2014-10-01,275.1369,298.8938,-7.524599e-06,441.1741,2.0608747e-06,302.4734,0.07029339
670,2014-11-01,281.4396,298.155,-1.47449855e-05,472.93857,1.7022432e-05,302.24155,0.0979251
671,2014-12-01,282.6627,298.30453,-1.844873e-05,485.544,2.0602753e-05,302.33682,0.11284013
672,2015-01-01,284.64847,299.38266,-1.6143034e-05,482.13937,2.384679e-05,303.90396,0.10441406
673,2015-02-01,279.9766,299.8213,-1.4326932e-05,460.78818,5.293699e-06,304.26645,0.084835485
674,2015-03-01,286.26187,297.9983,-2.1216296e-05,418.0232,3.7572892e-05,301.5339,0.1449993
675,2015-04-01,283.69418,295.7646,-1.9042816e-05,359.6759,9.49618e-06,298.0309,0.12673564
676,2015-05-01,275.01834,293.78882,-6.2302734e-06,306.24957,1.2817594e-08,295.5443,0.07487632
677,2015-06-01,269.4123,288.39273,-2.4730134e-06,279.18033,1.7945936e-09,290.14743,0.06625323
678,2015-07-01,269.73315,290.28467,-1.4015284e-06,290.12796,1.2228417e-08,291.74847,0.052299157
679,2015-08-01,269.38803,293.8839,-2.073393e-06,333.87045,1.4834947e-07,295.33447,0.050306953
680,2015-09-01,271.29404,297.55957,-4.246225e-06,390.588,5.4882147e-08,300.18384,0.06282491
681,2015-10-01,273.81866,300.71246,-4.05165e-06,440.86182,1.1998624e-06,304.13702,0.06276356
682,2015-11-01,273.2407,300.57803,-2.7841054e-06,472.79092,1.2717428e-06,305.2349,0.058449022
683,2015-12-01,285.21774,299.56378,-1.9147268e-05,485.5349,3.7943337e-05,303.52728,0.122273214
684,2016-01-01,285.65845,299.1648,-2.8830043e-05,482.07617,3.3010227e-05,302.52307,0.13261528
685,2016-02-01,286.1937,299.63455,-2.326834e-05,460.2957,2.280572e-05,303.5895,0.115210444
686,2016-03-01,285.38513,297.78207,-2.2378883e-05,416.5548,2.6643325e-05,300.70667,0.13049729
687,2016-04-01,282.53903,297.73206,-8.608379e-06,358.07507,3.997458e-06,300.59677,0.07984642
688,2016-05-01,274.5412,293.2437,-3.4295715e-06,305.08154,1.5785196e-07,295.67422,0.07006449
689,2016-06-01,272.90784,291.2438,-1.7017078e-06,278.8862,3.9796266e-08,292.78452,0.06405825
690,2016-07-01,268.8458,289.71497,-9.350137e-07,290.76648,-7.275958e-12,291.3312,0.052903526
691,2016-08-01,268.7627,293.69806,-1.2258708e-06,335.0943,6.0577507e-09,295.44247,0.050797336
692,2016-09-01,269.31183,296.99466,-1.7945576e-06,391.8554,4.256463e-08,299.93497,0.052821435
693,2016-10-01,272.70517,301.2015,-2.4493781e-06,441.75253,6.860529e-07,304.77908,0.054764517
694,2016-11-01,282.04166,300.0065,-1.4043687e-05,473.1648,1.4714669e-05,304.22897,0.09362975
695,2016-12-01,285.66953,299.4379,-1.8680506e-05,485.48654,2.460595e-05,303.9252,0.10901257
696,2017-01-01,287.08276,297.38812,-3.264315e-05,481.71124,5.2407653e-05,300.13895,0.17483026
697,2017-02-01,289.7651,295.79425,-3.9163002e-05,460.01407,8.9583766e-05,297.6475,0.26907504
698,2017-03-01,288.61783,295.642,-3.723072e-05,416.92996,3.5854388e-05,297.36514,0.2174987
699,2017-04-01,284.6804,293.93903,-2.4443963e-05,358.50406,1.9316241e-05,296.25302,0.13555342
700,2017-05-01,278.63638,292.56848,-1.144292e-05,305.38168,1.0395327e-07,294.20374,0.081145145
701,2017-06-01,275.96933,290.90363,-6.330671e-06,278.91064,1.7945936e-09,292.16193,0.07066461
702,2017-07-01,273.1684,290.66382,-3.7438003e-06,290.49066,-7.275958e-12,292.0031,0.05982306
703,2017-08-01,269.78674,293.11377,-2.1499345e-06,334.62103,3.1070102e-10,294.94885,0.04768166
704,2017-09-01,274.02496,298.5549,-4.2835272e-06,391.35406,7.8455884e-07,301.13538,0.058402896
705,2017-10-01,274.72525,298.1329,-7.724524e-06,441.35934,6.322531e-06,301.86115,0.0720414
706,2017-11-01,278.0834,298.98062,-1.0717507e-05,472.92896,8.0987365e-06,302.97833,0.084348306
707,2017-12-01,284.5433,299.00897,-1.998619e-05,485.38348,2.9168012e-05,302.83997,0.11672472
708,2018-01-01,283.30487,299.65228,-1.7227994e-05,481.74124,2.0350726e-05,304.29855,0.10119049
709,2018-02-01,286.29224,298.359,-2.6489404e-05,460.2186,3.1543685e-05,301.92316,0.13929784
710,2018-03-01,289.0729,296.52167,-2.8023687e-05,417.30005,5.2009214e-05,299.27493,0.19517772
711,2018-04-01,286.37915,294.87402,-2.6739199e-05,358.9302,2.0816697e-05,296.3449,0.18646073
712,2018-05-01,277.55606,293.6503,-6.729797e-06,305.68054,1.2929543e-07,295.40088,0.07495067
713,2018-06-01,272.44626,290.5636,-3.2728733e-06,278.93457,-7.275958e-12,291.81485,0.06654399
714,2018-07-01,273.82532,290.1156,-1.5169785e-06,290.2149,1.9024743e-07,291.54227,0.05551308
715,2018-08-01,269.9286,293.70428,-2.2737174e-06,334.14642,4.573808e-09,295.8133,0.05281073
716,2018-09-01,269.2757,296.90378,-3.2375704e-06,390.84906,1.6630725e-07,299.70374,0.056898776
717,2018-10-01,274.95572,299.2266,-7.788273e-06,440.961,7.3094047e-06,302.3656,0.07660406
718,2018-11-01,276.40607,301.0354,-6.4649557e-06,472.6888,5.5953637e-06,305.11542,0.07073942
719,2018-12-01,280.71326,300.78677,-1.10044975e-05,485.2798,1.6097298e-05,305.53665,0.085178085
720,2019-01-01,283.28387,300.37607,-1.64996e-05,481.82288,1.6752527e-05,304.6684,0.09846826
721,2019-02-01,283.82208,300.0945,-1.722551e-05,460.47122,2.0887943e-05,304.0621,0.09902396
722,2019-03-01,282.52097,300.37445,-1.0870946e-05,417.7158,7.631572e-06,304.60345,0.0814927
723,2019-04-01,281.26462,298.00845,-7.744377e-06,359.3958,4.229951e-06,301.38168,0.077727064
724,2019-05-01,274.76273,295.49182,-2.5781735e-06,306.01572,3.9267285e-08,297.68457,0.06776144
725,2019-06-01,271.72546,291.28906,-9.2670365e-07,278.99313,-7.275958e-12,292.9069,0.05279152
726,2019-07-01,266.23456,290.93036,-5.189793e-07,289.97296,-7.275958e-12,292.12463,0.038637903
727,2019-08-01,268.33478,294.19254,-6.355605e-07,333.70953,9.871637e-11,296.12744,0.035107184
728,2019-09-01,267.97348,296.88794,-7.6957815e-07,390.38657,8.625107e-09,299.65704,0.039126117
729,2019-10-01,273.09964,300.338,-2.6939967e-06,440.60977,2.641101e-06,303.97556,0.054596923
730,2019-11-01,278.7519,301.0495,-4.5935044e-06,472.49988,4.4512335e-06,305.93927,0.06391742
731,2019-12-01,285.88742,298.88687,-2.6998547e-05,485.2266,5.1925595e-05,302.30225,0.14105658
732,2020-01-01,287.014,298.54413,-3.2190368e-05,481.8889,4.522961e-05,301.48584,0.17421587
733,2020-02-01,288.43466,297.8271,-2.6625516e-05,460.10214,7.5809454e-05,301.08588,0.1910744
734,2020-03-01,289.0213,296.52353,-3.462437e-05,416.35907,3.5389552e-05,298.36542,0.18925934
735,2020-04-01,284.32657,295.9202,-2.1220629e-05,357.89185,7.9562005e-06,297.95667,0.122765355
736,2020-05-01,273.87067,292.80487,-5.920302e-06,304.93066,5.704527e-09,294.75656,0.07264884
737,2020-06-01,271.44196,289.2127,-3.01891e-06,278.7757,6.28678e-10,290.68994,0.06245146
738,2020-07-01,268.75165,289.01645,-1.4137107e-06,290.68964,2.1949977e-09,290.09918,0.046179086
739,2020-08-01,268.4542,292.53717,-1.1197559e-06,335.0201,-7.275958e-12,294.23206,0.045142237
740,2020-09-01,270.1406,297.53967,-1.2885879e-06,391.7574,2.7655523e-07,300.05756,0.047293097
741,2020-10-01,273.4907,300.76495,-1.665418e-06,441.61755,1.1143923e-06,304.31137,0.04653252
742,2020-11-01,279.96066,299.77255,-1.0897682e-05,472.9987,1.4916016e-05,304.02557,0.082278736
743,2020-12-01,282.20303,299.6908,-1.1746876e-05,485.30527,3.195309e-05,304.25027,0.0962553
744,2021-01-01,290.6404,295.8613,-4.0477385e-05,481.57693,0.00011897189,297.33002,0.30805573
745,2021-02-01,288.30386,296.08765,-3.885775e-05,459.87036,5.9336457e-05,297.48566,0.2365465
746,2021-03-01,288.32217,295.9786,-3.529273e-05,416.77957,4.2225816e-05,298.24503,0.20283769
747,2021-04-01,282.83157,294.61087,-2.6571852e-05,358.35965,1.9934687e-06,296.10562,0.11311019
748,2021-05-01,278.805,291.73782,-1.3787636e-05,305.26376,3.9406734e-07,293.48904,0.079785824
749,2021-06-01,274.46585,288.94046,-7.5190756e-06,278.83228,1.900586e-09,290.02402,0.07100843
750,2021-07-01,271.12714,288.54163,-4.8697566e-06,290.44574,4.0792694e-09,289.79462,0.06104731
751,2021-08-01,271.04526,292.14053,-5.6873455e-06,334.5841,2.6654577e-08,293.75574,0.059309956
752,2021-09-01,272.47253,296.99503,-8.646075e-06,391.2989,1.9836223e-08,299.37918,0.066324644
753,2021-10-01,274.06186,297.54083,-1.32004e-05,441.2727,7.924205e-06,300.89175,0.08164311
754,2021-11-01,277.17282,299.44073,-1.1342927e-05,472.81525,4.7499666e-06,303.7649,0.07303235
755,2021-12-01,280.09924,298.86044,-1.2670264e-05,485.2575,9.044889e-06,303.4674,0.079742156
756,2022-01-01,283.82776,298.22156,-2.2625534e-05,481.64755,4.4373977e-05,302.0733,0.12906677
757,2022-02-01,289.50763,296.58286,-4.5060613e-05,460.11386,5.7815134e-05,298.4042,0.23512682
758,2022-03-01,288.1431,295.64154,-3.0595955e-05,417.18478,3.2288124e-05,297.8104,0.17037107
759,2022-04-01,284.0903,294.87253,-2.0842037e-05,358.8159,9.462288e-06,296.92105,0.1209478
760,2022-05-01,275.01694,291.15973,-9.669578e-06,305.5883,1.245221e-08,293.02658,0.07783954
761,2022-06-01,273.24332,288.29736,-4.722763e-06,278.8808,1.4349693e-07,289.70328,0.07007982
762,2022-07-01,273.60397,290.18063,-3.926627e-06,290.1938,2.0889803e-09,291.32727,0.068143144
763,2022-08-01,269.5186,292.2807,-4.5883403e-06,334.13724,1.43363055e-08,293.6441,0.067904584
764,2022-09-01,271.4599,297.09406,-3.9683764e-06,390.82635,4.691558e-09,299.41962,0.065427266
765,2022-10-01,277.48422,299.77747,-9.480277e-06,440.9116,5.040798e-06,302.95486,0.0769675
766,2022-11-01,279.44638,299.16135,-1.0577532e-05,472.61505,4.4977487e-06,303.669,0.07485484
767,2022-12-01,281.30478,299.30875,-1.5429292e-05,485.1933,1.49809e-05,303.87726,0.09001021
